ontology_filename,search_query,results_returned,avg_title_keyword_overlap,avg_abstract_keyword_overlap,max_title_overlap,doi_direct_hit,avg_citation_count,median_year,cs_engineering_ratio,open_access_ratio
eepsa,"""The EEPSA Ontology."" ontology",0,0.0,0.0,0.0,False,0.0,0,0.0,0.0
emmo,"""Elementary Multiperspective Material Ontology (EMMO)"" ontology",6,0.1041,0.0429,0.3125,False,6.5,2022,0.0,0.8333
esair,"""calidad-aire"" ontology",0,0.0,0.0,0.0,False,0.0,0,0.0,0.0
eurobau,"""Eurobau Utility Ontology"" ontology",0,0.0,0.0,0.0,False,0.0,0,0.0,0.0
facility,"""Facility Ontology"" ontology",2,0.175,0.0333,0.25,False,28,2013,0.0,0.5
ffdr,"""Firefighters' Data Requirements Ontology"" ontology",3,0.2387,0.0483,0.3636,True,8.3,2023,0.0,0.6667
fgo,"""FireGrid ontology"" ontology",0,0.0,0.0,0.0,True,0.0,0,0.0,0.0
fisa,"""Fire Safety Ontology"" ontology",0,0.0,0.0,0.0,True,0.0,0,0.0,0.0
fm-ener,"""Facility Management Building Energy Ontology for Renovative Design Decisons"" ontology",0,0.0,0.0,0.0,False,0.0,0,0.0,0.0
fmo,"""Failure Mechanism Ontology"" ontology",0,0.0,0.0,0.0,False,0.0,0,0.0,0.0
fog,"""FOG: File Ontology for Geometry formats"" ontology",1,0.0556,0.0435,0.0556,False,9,2019,0.0,1.0
fso,"""The Flow Systems Ontology (FSO)"" ontology",3,0.1414,0.0453,0.2353,False,20.3,2022,0.0,1.0
gbmno,"""Green Building Material Name Ontology"" ontology",1,0.3077,0.0,0.3077,True,37,2019,0.0,0.0
gbmto,"""Green Building Material Type Ontology"" ontology",1,0.3077,0.0,0.3077,True,37,2019,0.0,0.0
geo,"""GeoSPARQL Ontology"" ontology",5,0.0651,0.0179,0.2222,False,9.6,2023,0.0,0.8
gis4reno,"""GIS-based ontology for surrounding buildings to support building renovation"" ontology",1,1.0,0.0825,1.0,False,0,2020,0.0,1.0
